Sample Name:,At a glance:,,,,,,,,Status:,Notes:,Process ID:,Used By:,Deposition Parameters:,,,,,,,,,,,,,,Thickness Measurements:,,,,,,Resistance Measurements:,,,,,,,,,
,Substrate:,d (nm),Rs,Tc,Delta Tc,Rho,RRR,Rho*Tc,,,,,Deposition Date:,Run #:,Substrate:,SiNx or SiO2 Thickness (nm):,Chuck Slot:,Temperature (C):,Deposition Time (s),Current setpoint (mA) -or- Power setpoint (W),Nitrogen Flow (sccm),Argon Flow (sccm),Pressure (mTorr),Chuck Height (mm),Pre-deposition Spark Power (W),"Peak Power, Shutter Open (W)",Reflectance:,Transmittance:,Absorptance:,Synthesis Protocol:,Thickness (nm) (Visible Trans),Thickness (nm) (IR Trans),R_sheet Initial,R_sheet_Tc,T_C,Delta T_C,RRR,Synthesis Protocol:,rho (uOhm*cm):,rho*Tc (Ohm*nm*K):,deposition rate (nm/min):,Exclude (Y if yes else ''):
SPD776,MgO,6.9,558,8.3,1.77,386,0.709,"32,028",In Nitrogen Box,"Room Temp, low pressure, Uniformity Test",,,3/26/13,298,MgO,,,20,114,400,8,26.5,2.5,40,,,0.2435,0.4649,0.2916,based on T,6.91,,558.4,,8.3,1.77,0.71,,385.88,"32,028.39",3.64,
SPD777,MgO,7,539,8.34,1.75,375,0.722,"31,268",In Nitrogen Box,"Room Temp, low pressure, Uniformity Test. DOA",,,3/26/13,298,MgO,,,20,114,400,8,26.5,2.5,40,,,0.2438,0.4633,0.2928,based on T,6.95,,539.4,,8.34,1.75,0.72,,374.91,"31,267.67",3.66,
SPD778,MgO,6.8,554,8.42,1.75,378,0.723,"31,827",In Nitrogen Box,"Room Temp, low pressure, Uniformity Test",,,3/26/13,298,MgO,,,20,114,400,8,26.5,2.5,40,,,0.2381,0.4682,0.2937,based on T,6.83,,553.6,,8.42,1.75,0.72,,378.13,"31,826.91",3.59,
SPD779,MgO,6.7,482,9.39,1.5,322,0.732,"30,230",In Nitrogen Box,"Room Temp, low pressure, Uniformity Test",,,3/26/13,298,MgO,,,20,114,400,8,26.5,2.5,40,,,0.2286,0.4738,0.2976,based on T,6.68,,482,,9.39,1.5,0.73,,321.97,"30,229.81",3.52,
SPD780,MgO,6.8,477,9.21,1.52,325,0.735,"29,949",In Nitrogen Box,"Room Temp, low pressure, Uniformity Test. DOA",,,3/26/13,298,MgO,,,20,114,400,8,26.5,2.5,40,,,0.2288,0.4687,0.3024,based on T,6.81,,477.4,,9.21,1.52,0.74,,325.08,"29,949.38",3.58,
SPD781,MgO,4.4,330,11.77,1.84,144,0.788,"16,963",In Nitrogen Box,Replicating Vikas' film: Backside deposited at RT for 180s. DOA.,,,3/27/13,300,MgO,,,800,75,400,8,26.5,2.5,40,,,0.1839,0.5737,0.2424,based on T,4.37,,329.8,,11.77,1.84,0.79,,144.12,"16,963.37",3.5,
SPD782,MgO,4.3,322,11.97,,137,0.819,"16,422",In Nitrogen Box,Replicating Vikas' film: Backside deposited at RT for 180s. DOA.,,,3/27/13,300,MgO,,,800,75,400,8,26.5,2.5,40,,,0.1836,0.5789,0.2374,based on T,4.26,,322,,11.97,,0.82,,137.19,"16,421.61",3.41,
SPD783,MgO,,360,11.99,1.68,0,,0,In Nitrogen Box,Replicating Vikas' film: Backside deposited at RT for 180s. DOA.,,,3/27/13,302,MgO,,,800,69,400,8,26.5,2.5,40,,,,,,,,,359.5,,11.99,1.68,,,0,0,0,
SPD784,MgO,,363,11.78,1.36,0,,0,In Nitrogen Box,Replicating Vikas' film: Backside deposited at RT for 180s. DOA.,,,3/27/13,302,MgO,,,800,69,400,8,26.5,2.5,40,,,,,,,,,362.8,,11.78,1.36,,,0,0,0,
SPD785,MgO,,397,10.95,1.45,0,,0,In Nitrogen Box,"Replicating Vikas' film: Backside deposited at RT for 180s. DOA. On top of sample position, rather than inside.",,,3/29/13,304,MgO,,,800,75,400,10,26.5,2.5,40,,,,,,,,,397.1,,10.95,1.45,,,0,0,0,
SPD786,MgO,,401,10.95,1.43,0,,0,In Nitrogen Box,Replicating Vikas' film: Backside deposited at RT for 180s. DOA.,,,3/29/13,304,MgO,,,800,75,400,10,26.5,2.5,40,,,,,,,,,401.1,,10.95,1.43,,,0,0,0,
SPD787,SiNx,,369,8.03,,0,,0,In Nitrogen Box,"Replicating Vikas' film: Backside deposited at RT for 180s. DOA, position 3.",,,3/30/13,306,SiNx,,3,800,75,400,6,26.5,3,40,,,,,,,,,369.3,,8.03,,,,0,0,0,
SPD788,MgO,,307,10.15,,0,,0,In Nitrogen Box,Replicating Vikas' film: Backside deposited at RT for 180s. Position 5.,,,3/30/13,306,MgO,,5,800,75,400,6,26.5,3,40,,,,,,,,,306.6,,10.15,,,,0,0,0,
SPD789,MgO,,295,12.12,,0,,0,In Nitrogen Box,Replicating Vikas' film: Backside deposited at RT for 180s. DOA. Position 6.,,,3/30/13,306,MgO,,6,800,75,400,6,26.5,3,40,,,,,,,,,295.2,,12.12,,,,0,0,0,
SPD790,SiNx,,387,8.34,1.31,0,,0,In Nitrogen Box,"Replicating Vikas' film: DOA, position 3.",,,3/31/13,307,SiNx,,3,800,75,400,6,26.5,3,40,,,,,,,,,386.5,,8.34,1.31,,,0,0,0,
SPD791,MgO,4.3,320,8.61,,138,,"11,920",In Nitrogen Box,Replicating Vikas' film: Position 5.,,,3/31/13,307,MgO,,5,800,75,400,6,26.5,3,40,,,0.1995,0.5756,0.2249,based on T,4.33,,319.7,,8.61,,,,138.44,"11,919.66",3.46,
SPD792,MgO,4.2,271,13.17,,114,,"15,052",In Nitrogen Box,"Replicating Vikas' film: DOA. Position 6. Compare this film to SPD789, they are nominally the same except 792 doesnt have backside absorber",,,3/31/13,307,MgO,,6,800,75,400,6,26.5,3,40,,,0.2079,0.5807,0.2113,based on T,4.22,,270.8,,13.17,,,,114.29,"15,052.36",3.38,
SPD793,SiNx,,327,11.75,1.34,0,,0,In Nitrogen Box,Replicating High Tc NbN on SiN. Position 3. DOA,,,4/1/13,308,SiNx,,3,800,93,400,8,26.5,2.5,40,,,,,,,,,327.5,,11.75,1.34,,,0,0,0,
SPD794,SiNx,,326,11.95,1.34,0,,0,In Nitrogen Box,Replicating High Tc NbN on SiN. Position 6. DOA,,,4/1/13,308,SiNx,,6,800,93,400,8,26.5,2.5,40,,,,,,,,,325.7,,11.95,1.34,,,0,0,0,
SPD795,MgO,4,532,0,,215,,0,In Nitrogen Box,Surpassing Vikas' film.,,,4/2/13,309,MgO,,1,800,60,400,6,26.5,3,40,,,0.1727,0.5902,0.2371,based on T,4.03,,532.3,,0,,,,214.53,0,4.03,
SPD796,MgO,3.6,502,8.72,1.51,180,,"15,710",In Nitrogen Box,Surpassing Vikas' film.,,,4/2/13,309,MgO,,3,800,60,400,6,26.5,3,40,,,0.1793,0.6139,0.2067,based on T,3.59,,501.8,,8.72,1.51,,,180.16,"15,709.55",3.59,
SPD797,MgO,3.5,494,0,,172,,0,In Nitrogen Box,Surpassing Vikas' film.,,,4/2/13,309,MgO,,4,800,60,400,6,26.5,3,40,,,0.1771,0.6199,0.2031,based on T,3.48,,493.7,,0,,,,171.8,0,3.48,
SPD798,MgO,3.6,474,9.48,1.58,172,,"16,319",In Nitrogen Box,Surpassing Vikas' film.,,,4/2/13,309,MgO,,6,800,60,400,6,26.5,3,40,,,0.1789,0.6121,0.209,based on T,3.63,,474.2,,9.48,1.58,,,172.15,"16,319.42",3.63,
SPD799,MgO,3.4,422,10.86,1.18,145,0.77,"15,757",In Nitrogen Box,"~Reproducing Run 307, aiming for 500 ohms/sq; for KAS fab. DOA",,,4/6/13,310,MgO,,3,800,60,400,6,26.5,3,40,,,0.1799,0.622,0.1981,based on T,3.44,,421.8,,10.86,1.18,0.77,,145.09,"15,756.89",3.44,
SPD800,MgO,3.4,439,10.14,1.43,149,0.79,"15,096",In Nitrogen Box,"~Reproducing Run 307, aiming for 500 ohms/sq; for KAS fab. DOA",,,4/6/13,310,MgO,,6,800,60,400,6,26.5,3,40,,,0.1833,0.6247,0.192,based on T,3.39,,439.2,,10.14,1.43,0.79,,148.88,"15,096.36",3.39,
SPD801,MgO,2.6,588,9.77,1.9,151,0.73,"14,752",In Nitrogen Box,"~Reproducing Run 307, aiming for 500 ohms/sq; for KAS fab. DOA",,,4/6/13,311,MgO,,3,800,48,400,6,26.5,3,40,,,0.1687,0.673,0.1583,based on T,2.57,,587.5,,9.77,1.9,0.73,,150.99,"14,752.11",3.21,
SPD802,MgO,2.7,575,9.32,1.58,154,0.77,"14,365",In Nitrogen Box,"~Reproducing Run 307, aiming for 500 ohms/sq; for KAS fab. DOA",,,4/6/13,311,MgO,,6,800,48,400,6,26.5,3,40,,,0.1688,0.6663,0.1649,based on T,2.68,,575.1,,9.32,1.58,0.77,,154.13,"14,365.25",3.35,
SPD803,SiNx,,433,11.83,1.6,0,,0,In Nitrogen Box,Same as run 292; high Tc NbN on SiN from open slots in chuck,,FB,4/6/13,312,SiNx,,3,800,75,400,8,26.5,2.5,40,,,,,,,,,433.1,,11.83,1.6,,,0,0,0,
SPD804,SiNx,,433,11.87,1.6,0,,0,In Nitrogen Box,Same as run 292; high Tc NbN on SiN from open slots in chuck,,FB,4/6/13,312,SiNx,,6,800,75,400,8,26.5,2.5,40,,,,,,,,,432.7,,11.87,1.6,,,0,0,0,
SPD805,SiNx,,696,10.43,2.21,0,,0,In Nitrogen Box,Same as run 292; high Tc NbN on SiN from open slots in chuck,,FB,4/7/13,313,SiNx,,3,800,60,400,8,26.5,2.5,40,,,,,,,,,695.6,,10.43,2.21,,,0,0,0,
SPD806,SiNx,,675,10.52,2.16,0,,0,In Nitrogen Box,Same as run 292; high Tc NbN on SiN from open slots in chuck,,FB,4/7/13,313,SiNx,,6,800,60,400,8,26.5,2.5,40,,,,,,,,,675,,10.52,2.16,,,0,0,0,
SPD807,SiNx,,628,,,0,,0,In Nitrogen Box,Covering open slots during testing / pulsed deposition; Issues sparking the plasma (4-5 trys before success),,,4/9/13,315,SiNx,,3,800,60,400,8,26.5,2.5,40,,,,,,,,,628,,,,,,0,0,0,
SPD808,SiNx,,637,8.84,2.11,0,0.889,0,In Tc Cryo,Covering open slots during testing / pulsed deposition; Issues sparking the plasma (4-5 trys before success),,,4/9/13,315,SiNx,,6,800,60,400,8,26.5,2.5,40,,,,,,,,,637.1,,8.84,2.11,0.89,,0,0,0,
SPD809,SiO2,,530,10.72,1.78,0,0.841,0,In Tc Cryo,1st attempt on SiO2; samples slightly cracked on edges,,,4/10/13,316,SiO2,,1,800,75,400,8,26.5,2.5,40,,,,,,,,,530,,10.72,1.78,0.84,,0,0,0,
SPD810,SiNx,,574,10.42,1.93,0,0.797,0,In Tc Cryo,SiN 'reference',,,4/10/13,316,SiNx,,2,800,75,400,8,26.5,2.5,40,,,,,,,,,574.4,,10.42,1.93,0.8,,0,0,0,
SPD811,SiO2,,556,,,0,,0,In Nitrogen Box,1st attempt on SiO2; samples slightly cracked on edges. Cracked in half.,,,4/10/13,316,SiO2,,3,800,75,400,8,26.5,2.5,40,,,,,,,,,555.8,,,,,,0,0,0,
SPD812,SiO2,,556,10.43,1.82,0,0.808,0,In Tc Cryo,1st attempt on SiO2; samples slightly cracked on edges,,,4/10/13,316,SiO2,,4,800,75,400,8,26.5,2.5,40,,,,,,,,,555.8,,10.43,1.82,0.81,,0,0,0,
SPD813,SiO2,,466,11.58,1.63,0,0.855,0,In Tc Cryo,1st attempt on SiO2; samples slightly cracked on edges,,,4/10/13,316,SiO2,,6,800,75,400,8,26.5,2.5,40,,,,,,,,,466.1,,11.58,1.63,0.86,,0,0,0,
SPD814,SiNx,,510,10.8,1.77,0,,0,In AJA,For FB fab and whatnot,,,4/10/13,317,SiNx,,1,800,81,400,8,26.5,2.5,40,,,,,,,,,510.4,,10.8,1.77,,,0,0,0,
SPD815,SiNx,,508,10.79,1.76,0,,0,In AJA,For FB fab and whatnot,,,4/10/13,317,SiNx,,2,800,81,400,8,26.5,2.5,40,,,,,,,,,508.5,,10.79,1.76,,,0,0,0,
SPD816,SiNx,,427,,,0,,0,In AJA,For FB fab and whatnot,,,4/10/13,317,SiNx,,3,800,81,400,8,26.5,2.5,40,,,,,,,,,426.6,,,,,,0,0,0,
SPD817,SiNx,,507,10.8,1.78,0,,0,In AJA,For FB fab and whatnot,,,4/10/13,317,SiNx,,4,800,81,400,8,26.5,2.5,40,,,,,,,,,507.1,,10.8,1.78,,,0,0,0,
SPD818,SiNx,,508,10.77,1.77,0,,0,In AJA,For FB fab and whatnot,,,4/10/13,317,SiNx,,5,800,81,400,8,26.5,2.5,40,,,,,,,,,508,,10.77,1.77,,,0,0,0,
SPD819,SiO2,,429,11.49,1.56,0,,0,In AJA,For FB fab and whatnot,,,4/10/13,317,SiO2,,6,800,81,400,8,26.5,2.5,40,,,,,,,,,428.7,,11.49,1.56,,,0,0,0,
SPD820,SiO2,,,,,0,,0,In AJA,Repeat SiO2 films from Run 316,,,4/11/13,318,SiO2,,1,800,75,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPD821,MgO,,,,,0,,0,In AJA,Repeat SiO2 films from Run 316,,,4/11/13,318,MgO,,3,800,75,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPD822,SiO2,,,11.42,1.33,0,,0,In AJA,Repeat SiO2 films from Run 316,,,4/11/13,318,SiO2,,4,800,75,400,8,26.5,2.5,40,,,,,,,,,,,11.42,1.33,,,0,0,0,
SPD823,SiO2,,,,,0,,0,In AJA,Repeat SiO2 films from Run 316,,,4/11/13,318,SiO2,,5,800,75,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPD824,SiO2,,,,,0,,0,In AJA,Repeat SiO2 films from Run 316,,,4/11/13,318,SiO2,,6,800,75,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPD825,CVD SiO2,,73,,,0,,0,,,,,4/18/13,319,CVD SiO2,,1,800,115,400,8,26.5,3.5,40,,,,,,,,,73.2,,,,,,0,0,0,
SPD826,SiO2,,,,,0,,0,,,,,4/18/13,319,SiO2,,3,800,115,400,8,26.5,3.5,40,,,,,,,,,,,,,,,0,0,0,
SPD827,CVD SiO2,,165,,,0,,0,,,,,4/18/13,319,CVD SiO2,,5,800,115,400,8,26.5,3.5,40,,,,,,,,,165.4,,,,,,0,0,0,
SPD828,SiO2,,60,,,0,,0,,,,,4/18/13,319,SiO2,,6,800,115,400,8,26.5,3.5,40,,,,,,,,,60.4,,,,,,0,0,0,
SPD829,G on SiO2,,273,11.48,1.67,0,,0,,,,,4/23/13,321,G on SiO2,,2,775,105,400,8,26.5,2.5,40,,,,,,,,,273.5,,11.48,1.67,,,0,0,0,
SPD830,SiO2,,293,12.14,,0,,0,,,,,4/23/13,321,SiO2,,3,775,105,400,8,26.5,2.5,40,,,,,,,,,292.8,,12.14,,,,0,0,0,
SPD831,SiO2,,335,11.94,1.33,0,,0,,,,,4/23/13,321,SiO2,,5,775,105,400,8,26.5,2.5,40,,,,,,,,,335,,11.94,1.33,,,0,0,0,
SPD832,SiO2,,289,12.37,1.19,0,,0,,,,,4/23/13,321,SiO2,,6,775,105,400,8,26.5,2.5,40,,,,,,,,,289.5,,12.37,1.19,,,0,0,0,
SPD833,MgO,,12,,,0,,0,In Nitrogen box,Thick NbN on MgO; in chamber during system bake; coating plate.,,,5/8/13,324,MgO,,3,800,1200,400,6,26.5,3,40,,,,,,,,,12.5,,,,,,0,0,0,
SPD834,MgO,,13,,,0,,0,In Nitrogen box,Thick NbN on MgO; in chamber during system bake; coating plate.,,,5/8/13,324,MgO,,2,800,1200,400,6,26.5,3,40,,,,,,,,,13.2,,,,,,0,0,0,
SPD835,MgO,,13,,,0,,0,In Nitrogen box,Thick NbN on MgO; in chamber during system bake; coating plate.,,,5/8/13,324,MgO,,6,800,1200,400,6,26.5,3,40,,,,,,,,,12.9,,,,,,0,0,0,
SPD836,SiNx,,22,,,0,,0,In AJA,Cleaning Target,,,5/10/13,325,SiNx,,1,800,600,400,8,26.5,2.5,40,,,,,,,,,21.6,,,,,,0,0,0,
SPD837,MgO,,27,,,0,,0,In AJA,Cleaning Target,,,5/10/13,325,MgO,,3,800,600,400,8,26.5,2.5,40,,,,,,,,,27.4,,,,,,0,0,0,
SPD838,SiNx,,,11.8,,0,,0,In AJA,Cleaning Target,,,5/10/13,325,SiNx,,6,800,600,400,8,26.5,2.5,40,,,,,,,,,,,11.8,,,,0,0,0,
SPD839,SiNx,,560,10.49,,0,,0,,,,,5/11/13,326,SiNx,,1,800,72,400,8,26.5,2.5,40,,,,,,,,,560,,10.49,,,,0,0,0,
SPD840,SiNx,,459,11.81,,0,0.871,0,,,,,5/11/13,326,SiNx,,3,800,72,400,8,26.5,2.5,40,,,,,,,,,459.2,,11.81,,0.87,,0,0,0,
SPD841,SiNx,,554,10.5,,0,,0,,,,,5/11/13,326,SiNx,,4,800,72,400,8,26.5,2.5,40,,,,,,,,,553.6,,10.5,,,,0,0,0,
SPD842,MgO,3.8,343,11.78,,130,,"15,314",,,,,5/11/13,326,MgO,,6,800,72,400,8,26.5,2.5,40,,,0.1916,0.6032,0.2052,based on T,3.79,,343,,11.78,,,,130,"15,313.89",3.16,
SPD843,SiO2,,520,,,0,,0,In Tc Cryo,AJA back to normal?,,,5/11/13,327,SiO2,,1,800,72,400,8,26.5,2.5,40,,,,,,,,,520.2,,,,,,0,0,0,
SPD844,SiNx,,541,,,0,,0,In Tc Cryo,AJA back to normal?,,,5/11/13,327,SiNx,,2,800,72,400,8,26.5,2.5,40,,,,,,,,,540.6,,,,,,0,0,0,
SPD845,SiO2,,456,,,0,,0,In Tc Cryo,AJA back to normal?,,,5/11/13,327,SiO2,,3,800,72,400,8,26.5,2.5,40,,,,,,,,,456,,,,,,0,0,0,
SPD846,SiO2,,515,,,0,,0,In Tc Cryo,AJA back to normal?,,,5/11/13,327,SiO2,,4,800,72,400,8,26.5,2.5,40,,,,,,,,,515.4,,,,,,0,0,0,
SPD847,SiNx,,551,,,0,,0,In Tc Cryo,AJA back to normal?,,,5/11/13,327,SiNx,,5,800,72,400,8,26.5,2.5,40,,,,,,,,,550.9,,,,,,0,0,0,
SPD848,MgO,3.7,304,,,114,,0,In Tc Cryo,AJA back to normal?,,,5/11/13,327,MgO,,6,800,72,400,8,26.5,2.5,40,,,0.1884,0.6058,0.2059,based on T,3.74,,303.8,,,,,,113.64,0,3.12,
SPD849,SiO2,,,,,0,,0,,,,,5/13/13,328,SiO2,,1,800,72,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPD850,MgO,3.8,,,,0,,0,,,,,5/13/13,328,MgO,,2,800,72,400,8,26.5,2.5,40,,,0.1971,0.6008,0.2021,based on T,3.83,,,,,,,,0,0,3.19,
SPD851,SiO2,,,11.42,,0,,0,,,,,5/13/13,328,SiO2,,3,800,72,400,8,26.5,2.5,40,,,,,,,,,,,11.42,,,,0,0,0,
SPD852,G on SiO2,,,,,0,,0,,,,,5/13/13,328,G on SiO2,,4,800,72,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPD853,G on SiO2,,,,,0,,0,,,,,5/13/13,328,G on SiO2,,6,800,72,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPD854,G on SiO2,,447,9.68,,0,,0,,,,,5/13/13,329,G on SiO2,,1,800,72,400,8,26.5,2.5,40,,,,,,,,,447.4,,9.68,,,,0,0,0,
SPD855,G on SiO2,,368,10.71,,0,,0,,,,,5/13/13,329,G on SiO2,,3,800,72,400,8,26.5,2.5,40,,,,,,,,,368.4,,10.71,,,,0,0,0,
SPD856,SiO2,,,,,0,,0,,,,,5/13/13,329,SiO2,,4,800,72,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPD857,MgO,3.9,384,11.16,,148,,"16,563",,,,,5/13/13,329,MgO,,5,800,72,400,8,26.5,2.5,40,,,0.1907,0.5995,0.2098,based on T,3.86,,384.5,,11.16,,,,148.41,"16,562.79",3.22,
SPD858,SiO2,,459,11.73,,0,,0,,,,,5/13/13,329,SiO2,,6,800,72,400,8,26.5,2.5,40,,,,,,,,,459.1,,11.73,,,,0,0,0,
SPD859,SiO2,,440,11.1,1.57,0,0.835,0,,,,,5/21/13,330,SiO2,,1,800,84,400,8,26.5,2.5,40,,,,,,,,,439.7,,11.1,1.57,0.84,,0,0,0,
SPD860,SiO2,,429,11.31,1.56,0,0.841,0,,,,,5/21/13,330,SiO2,,2,800,84,400,8,26.5,2.5,40,,,,,,,,,429.3,,11.31,1.56,0.84,,0,0,0,
SPD861,SiO2,,364,12.14,1.4,0,0.891,0,,,,,5/21/13,330,SiO2,,3,800,84,400,8,26.5,2.5,40,,,,,,,,,364,,12.14,1.395,0.89,,0,0,0,
SPD862,SiO2,,437,11.17,1.58,0,0.828,0,,,,,5/21/13,330,SiO2,,4,800,84,400,8,26.5,2.5,40,,,,,,,,,436.8,,11.17,1.58,0.83,,0,0,0,
SPD863,SiO2,,441,11.09,1.58,0,0.83,0,,,,,5/21/13,330,SiO2,,5,800,84,400,8,26.5,2.5,40,,,,,,,,,441.1,,11.09,1.58,0.83,,0,0,0,
SPD864,MgO,4.5,308,12.02,1.39,137,0.766,"16,523",,,,,5/21/13,330,MgO,,6,800,84,400,8,26.5,2.5,40,,,0.1995,0.5695,0.2311,based on T,4.46,,308.2,,12.02,1.39,0.77,,137.46,"16,523.12",3.19,
SPD865,SiNx,,446,11.01,1.67,0,0.825,0,,For FN Fab,,,5/22/13,332,SiNx,,1,800,84,400,8,26.5,2.5,40,,,,,,,,,445.9,,11.01,1.67,0.82,,0,0,0,
SPD866,SiNx,,439,11.07,1.61,0,0.826,0,,For FN Fab,,,5/22/13,332,SiNx,,2,800,84,400,8,26.5,2.5,40,,,,,,,,,439.3,,11.07,1.61,0.83,,0,0,0,
SPD867,SiNx,,365,12.04,1.44,0,0.883,0,,For FN Fab,,,5/22/13,332,SiNx,,3,800,84,400,8,26.5,2.5,40,,,,,,,,,364.5,,12.04,1.44,0.88,,0,0,0,
SPD868,SiNx,,439,11.04,1.68,0,0.828,0,,For FN Fab,,,5/22/13,332,SiNx,,4,800,84,400,8,26.5,2.5,40,,,,,,,,,438.9,,11.04,1.68,0.83,,0,0,0,
SPD869,SiNx,,444,10.99,1.67,0,0.824,0,,For FN Fab,,,5/22/13,332,SiNx,,5,800,84,400,8,26.5,2.5,40,,,,,,,,,443.7,,10.99,1.67,0.82,,0,0,0,
SPD870,MgO,4.5,282,12.24,1.16,128,0.814,"15,685",,,,,5/22/13,332,MgO,,6,800,84,400,8,26.5,2.5,40,,,0.2038,0.5656,0.2307,based on T,4.54,,282.3,,12.24,1.16,0.81,,128.14,"15,684.78",3.24,
SPD871,SiNx,,318,11.77,1.34,0,0.869,0,,For FN Fab,,,5/23/13,333,SiNx,,1,800,105,400,8,26.5,2.5,40,,,,,,,,,317.6,,11.77,1.34,0.87,,0,0,0,
SPD872,SiNx,,316,11.8,1.31,0,0.869,0,,For FN Fab,,,5/23/13,333,SiNx,,2,800,105,400,8,26.5,2.5,40,,,,,,,,,315.6,,11.8,1.31,0.87,,0,0,0,
SPD873,SiNx,,264,12.53,1.07,0,0.924,0,,For FN Fab,,,5/23/13,333,SiNx,,3,800,105,400,8,26.5,2.5,40,,,,,,,,,263.9,,12.53,1.07,0.92,,0,0,0,
SPD874,SiNx,,317,11.73,1.31,0,0.868,0,,For FN Fab,,,5/23/13,333,SiNx,,4,800,105,400,8,26.5,2.5,40,,,,,,,,,317.2,,11.73,1.31,0.87,,0,0,0,
SPD875,SiNx,,321,11.73,1.3,0,0.868,0,,For FN Fab,,,5/23/13,333,SiNx,,5,800,105,400,8,26.5,2.5,40,,,,,,,,,321.1,,11.73,1.3,0.87,,0,0,0,
SPD876,MgO,5.6,183,13.86,0.8,102,0.873,"14,074",,,,,5/23/13,333,MgO,,6,800,105,400,8,26.5,2.5,40,,,0.2325,0.5193,0.2482,based on T,5.55,,183,,13.86,0.8,0.87,,101.55,"14,074.29",3.17,
SPD877,MgO,1.5,"1,412",<7,,212,,#VALUE!,,,,,5/30/13,334,MgO,,3,800,30,400,8,26.5,2.5,40,,,0.1556,0.7465,0.0979,based on T,1.5,,"1,412.10",,<7,,,,211.81,#VALUE!,3,
SPD878,SiO2,,"3,473",0,,0,,0,,,,,5/30/13,334,SiO2,,6,800,30,400,8,26.5,2.5,40,,,,,,,,,"3,473.20",,0,,,,0,0,0,
SPD879,MgO,2.5,590,9.35,1.9,148,,"13,800",,,,,6/3/13,335,MgO,,3,800,48,400,8,26.5,2.5,40,,,0.1688,0.6782,0.1529,based on T,2.5,,590.4,,9.35,1.9,,,147.59,"13,800.13",3.13,
SPD880,SiO2,,931,9.12,2.63,0,,0,,,,,6/3/13,335,SiO2,,6,800,48,400,8,26.5,2.5,40,,,,,,,,,931.2,,9.12,2.63,,,0,0,0,
SPD881,SiO2,,,,,0,,0,,,,,6/4/13,336,SiO2,,3,800,48,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPD882,SiO2,,,,,0,,0,,,,,6/4/13,336,SiO2,,6,800,48,400,8,26.5,2.5,40,,,,,,,,,,,,,,,0,0,0,
SPD883,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD884,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD885,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD886,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD887,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD888,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD889,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD890,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD891,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD892,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD893,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,#DIV/0!,
SPD894,SiO2,,439,11.44,1.56,0,0.844,0,,For Kristen,,,6/25/13,340,SiO2,,1,800,84,400,8,26.5,2.5,40,,,,,,,,,438.5,,11.44,1.56,0.84,,0,0,0,
SPD895,SiO2,,480,10.8,1.67,0,0.802,0,,For Kristen,,,6/25/13,340,SiO2,,2,800,84,400,8,26.5,2.5,40,,,,,,,,,479.9,,10.8,1.67,0.8,,0,0,0,
SPD896,MgO,4.3,337,11.16,1.42,145,0.744,"16,186",,"For Kristen, RIE calibration",,,6/25/13,340,MgO,,3,800,84,400,8,26.5,2.5,40,,,0.1961,0.5769,0.227,based on T,4.3,,337.3,,11.16,1.42,0.74,,145.04,"16,186.17",3.07,
SPD897,SiO2,,472,10.51,1.53,0,0.805,0,,For Kristen,,,6/25/13,340,SiO2,,4,800,84,400,8,26.5,2.5,40,,,,,,,,,472,,10.51,1.53,0.8,,0,0,0,
SPD898,SiO2,,474,10.67,1.59,0,0.806,0,,For Kristen,,,6/25/13,340,SiO2,,5,800,84,400,8,26.5,2.5,40,,,,,,,,,474.5,,10.67,1.59,0.81,,0,0,0,
